Date;From;Message
29/04/2013;Milly Rowland;"The Greater VictoriaÿPoliceÿPipe Band is a performance/duty band consisting ofÿpoliceÿmembers (retired and active) from the Greater Victoria municipalÿpoliceÿdepartments and the Royal Canadian MountedÿPolice; and complimented by civilian players and instructors."
02/06/2019;Warren Black;It became a civilianÿpoliceÿorganization in 1992, a status retained until January 1, 2001, when it was, together with the other existingÿpoliceÿforces in Belgium, abolished and replaced by the FederalÿPoliceÿand the LocalÿPolice.
31/03/2020;Alessandro Maldonado;The three formerÿpoliceÿforces, the municipalÿpolice, the national law enforcement service (Rijkswacht/Gendarmerie) and the judicialÿpoliceÿ(assigned to the offices of the public prosecutors) gave way to an integratedÿpoliceÿservice structured on two levels.
24/02/2012;Dafydd Pennington;He served in various posts in CalcuttaÿPoliceÿalso as Criminal Investigation Department, Assistant Commissioner ofÿPoliceÿtill he got promoted to post of Deputy Commissioner ofÿPolice, the highest post Indian could serve inÿPoliceÿin those times.
02/09/2010;Christian Beard;Anthony V. Bouza (born 10 April 1928 in Ferrol, Spain) is a Spanish American retiredÿpoliceÿofficer who served in the New York CityÿPoliceÿDepartment and asÿpoliceÿchief of the MinneapolisÿPoliceÿDepartment from 1980 to 1989.
22/09/2016;Gordon Harper;Soumen Mitra (born 1961) is the current Additional Director General ofÿPoliceÿ(Training) (KolkataÿPolice) in the city of Kolkata, West Bengal, India, and a senior IndianÿPoliceÿService (IPS) officer of Additional Director General ofÿPoliceÿ(ADGP) rank.
26/12/2019;Linda Meadows;Theÿpoliceÿand crime commissioner is required to produce a strategic South YorkshireÿPoliceÿand Crime Plan, setting out the priorities for the South YorkshireÿPolice, and their work is scrutinized by the South YorkshireÿPoliceÿand Crime Panel.
21/01/2018;Christopher Juarez;The Plan requires each state and territoryÿpoliceÿto maintain aÿpoliceÿtactical unit designated as aÿPoliceÿTactical Group (previouslyÿPoliceÿAssault Group) which is jointly funded by the federal government and the respective state or territory government.
26/07/2020;Nikodem Young;The Service national de laÿpoliceÿferroviaire (National RailwayÿPoliceÿService), created on 27 June 2006, is a service of the General Directorate of the French NationalÿPoliceÿof the Central Directorate of BorderÿPoliceÿ(DCPAF), with national jurisdiction.
27/11/2017;Alistair Lam;Theÿpoliceÿforce numbers around 20 officers, who are licensed as specialÿpoliceÿofficers by the MetropolitanÿPoliceÿDepartment of the District of Columbia, and enjoy fullÿpoliceÿpowers when on Cathedral Foundation property or in pursuit of suspects.
01/08/2012;Rupert Hughes;A circle officer (CO) is aÿpoliceÿofficer of the rank of deputy superintendent ofÿpoliceÿ(DSP) or assistant commissioner ofÿpoliceÿ(ACP) heading an independentÿpoliceÿsub-division in the states of Rajasthan, Uttarakhand and Uttar Pradesh in India.
01/08/2010;Princess Baker;Its goals include enhancing the efficiency ofÿpoliceÿwork under democratic control, the creation of norms for the qualifications ofÿpoliceÿemployees, the preservation of the civil status ofÿpoliceÿofficers, and the prevention of the privatization ofÿpoliceÿduties.
23/08/2012;Antonio Hicks;"TheÿPoliceÿAthletic League (PAL;ÿPoliceÿActivities League) is an organization in many Americanÿpoliceÿdepartments in which members of theÿpoliceÿforce coach young people, both boys and girls, in sports, and help with homework and other school-related activities."
09/10/2015;April Ayala;Sidney Poitier reprised his role ofÿpoliceÿdetective Virgil Tibbs, though in this sequel, Tibbs is working for the San FranciscoÿPoliceÿrather than the PhiladelphiaÿPoliceÿ(as in the original film) or the PasadenaÿPoliceÿ(as in the novels).
01/10/2012;Ollie Brady;An Act of the Scottish Parliament, theÿPoliceÿand Fire Reform (Scotland) Act 2012, created a singleÿPoliceÿService of Scotland - known asÿPoliceÿScotland - on 1 April 2013.
29/07/2011;Saffron Peters;Additionally, she is an author, actress, and is married to William Bratton, former chief of the Los AngelesÿPoliceÿDepartment and formerÿPoliceÿCommissioner of the New YorkÿPoliceÿDepartment.
20/12/2018;Michaela Rodriguez;Benjamin Samuel Kofi Kwakye is a former Ghanaianÿpoliceÿofficer and was the Inspector General ofÿPoliceÿof the GhanaÿPoliceÿService from 17 July 1978 to 4 June 1979.
28/12/2013;Willow Poole;"Chile also has an investigativeÿpoliceÿforce, the InvestigationsÿPoliceÿof Chile, also under the Interior and Public Security Ministry; a MaritimeÿPoliceÿalso exists for patrol of Chile's coastline."
25/02/2016;Ismael Herman;"Aÿpoliceÿauthority is a body corporate in the United Kingdom that defines strategic plans for aÿpoliceÿforce and provides accountability so that theÿpoliceÿfunction ""efficiently and effectively""."
29/11/2020;Tyrone Dixon;J. Y. A Kwofie is a former Ghanaianÿpoliceÿoffice and was the Inspector General ofÿPoliceÿof the GhanaÿPoliceÿService from 1 January 1990 to 30 September 1996.
06/09/2011;Mohamad Ellis;Marvin D. Iannone was the first assistant chief ofÿpoliceÿof the Los AngelesÿPoliceÿDepartment and later the Chief of the Beverly HillsÿPoliceÿDepartment from 1985 to 2003.
29/08/2012;Thea Hoover;The first modernÿpoliceÿforce, commonly said to be the London MetropolitanÿPolice, established in 1829, promoted the preventive role ofÿpoliceÿas a deterrent to urban crime and disorder.
09/01/2018;Bradley Riddle;It was established in 1978 asÿPoliceÿStudies: International Review ofÿPoliceÿDevelopment, and obtained its current name in 1997, when it was merged with the American Journal ofÿPolice.
24/07/2014;Willie Valencia;The VictoriaÿPoliceÿAir Wing is theÿpoliceÿaviation unit of the VictoriaÿPoliceÿoperating rotary wing aircraft in metropolitan Melbourne and providing a service to the whole of Victoria.
10/05/2018;Oisin Faulkner;Kathryn Bolkovac is a human rights advocate, consultant, formerÿpoliceÿinvestigator with the LincolnÿPoliceÿDepartment, and former monitor with United Nations InternationalÿPoliceÿTask Force in Bosnia and Herzegovina.
07/09/2020;Dorothy Reeves;The area was under the jurisdiction of ThakurpukurÿPoliceÿStation and partly under ParnasreeÿPoliceÿStation, which are a part of the South West Division of the KolkataÿPoliceÿDepartment.
16/12/2013;April Olson;Mizoram ArmedÿPoliceÿ(MAP) is a Special Unit in theÿPoliceÿDepartment and one of India's State ArmedÿPoliceÿForces of Ministry of Home in the State of Mizoram, India.
10/09/2022;Shivam Smith;The current Acting Chief ofÿPoliceÿas of June 2012 is Mark Fronterotta who replaced Chief Jacqueline Seabrooks, who is now theÿPoliceÿChief for the Santa MonicaÿPoliceÿDepartment.
21/05/2022;Asiya Jensen;Michael J. Boyd (born 1952) is a Canadianÿpoliceÿofficer and administrator, who served as the interim Chief of the TorontoÿPoliceÿand then as Chief of the EdmontonÿPolice.
21/07/2012;Josh Galvan;Under theÿPoliceÿRegulation Act, 1862, the organization of the NSWÿPoliceÿForce was formally established in 1862 with the unification of all existing independentÿpoliceÿunits in the state.
06/04/2016;Chaim Moon;"During the Second World War and into the post-war period, the RCAFÿPoliceÿwere known as the RCAF ServiceÿPoliceÿ(RCAF SP) andÿpoliceÿpersonnel were referred to as ""SPs""."
08/07/2022;Jannat Castillo;A popular example of this is Road Wars, a British reality TV series that followsÿpoliceÿofficers from the Pro Active Units from Thames ValleyÿPoliceÿand Devon and CornwallÿPolice.
07/11/2013;Justin Wells;His previousÿpoliceÿservice was with the Hyderabad CityÿPoliceÿas Additional Commissioner ofÿPoliceÿfor Traffic, and included extensive and varied operational experience in dealing with the city's traffic problems.
23/12/2015;Kyron Grant;Formerly known as the WesternÿPoliceÿDistrict (WPD), the MPD is under the National Capital RegionÿPoliceÿOffice (NCRPO), which also handles the Quezon City, Eastern, Northern and SouthernÿPoliceÿDistricts.
02/05/2010;Marissa Owen;An Act of the Scottish Parliament, theÿPoliceÿand Fire Reform (Scotland) Act 2012, created a singleÿPoliceÿService of Scotland - known asÿPoliceÿScotland - with effect from 1 April 2013.
03/09/2019;Joshua Bauer;The Special Rangers Group (SRG), theÿpoliceÿcomponent of NSG, which also handles VIP security, is composed of personnel on deputation from other Central ArmedÿPoliceÿForces and StateÿPoliceÿForces.
19/03/2016;Philip Huber;Most of the Britishÿpoliceÿranks that exist today were chosen by Home Secretary Sir Robert Peel, the founder of the MetropolitanÿPolice, enacted under the MetropolitanÿPoliceÿAct of 1829.
16/12/2020;Celine Hanson;The Commissioner ofÿPolice, Delhi or DelhiÿPoliceÿCommissioner is the head of the DelhiÿPolice, the Law enforcement agency of the 14 revenue districts of National Capital of India, Delhi.
05/11/2013;Khadijah Kent;The obvious inference of this revelation was thatÿpoliceÿwere trying to conceal corruption, which allegedly extended up to theÿPoliceÿCommissioner himself, and the widespreadÿpoliceÿinvolvement in organized crime.
06/11/2011;Kiran Hudson;In some states, such as Illinois, park districts are also authorized to have their own parkÿpoliceÿdepartments, independent of the other localÿpoliceÿdepartments or state or national parkÿpolice.
08/01/2011;Emil Lyons;Pranay Sahay is an IndianÿPoliceÿService officer of the 1975 batch and was the Director General ofÿPoliceÿof the Central ReserveÿPoliceÿForce, the largest paramilitary force in India.
27/05/2014;Alfred Ayala;The Australian Capital TerritoryÿPoliceÿwas an independentÿpoliceÿforce responsible for policing the ACT until 19 October 1979, when it was merged with the CommonwealthÿPoliceÿto form the AFP.
07/09/2010;Tomas Chaney;"Like its contemporary, COPS, LAPD followedÿpoliceÿofficers on patrol and during investigations; however unlike COPS, Life on the Beat only featuredÿpoliceÿofficers from the Los AngelesÿPoliceÿDepartment (LAPD)."
02/12/2014;Summer Robles;The Band of the City of New YorkÿPoliceÿDepartment, commonly known as the NYPDÿPoliceÿBand, is an AmericanÿPoliceÿband which serves under the NYPD in New York City.
